label,n_days,mean_fwd_20d,neg_rate_fwd_20d,uncond_mean_20d,uncond_neg_rate,hit_rate_sign_match,conditional_sharpe,size_mult
BEAR_TREND,142,0.038094,0.2465,0.012342,0.3014,0.2465,2.8111,0.5
BULL_TREND,442,0.014116,0.2553,0.012342,0.3014,0.7195,1.311,1.0
CRISIS,51,0.061493,0.1569,0.012342,0.3014,,2.34,0.0
RANGE_LOW_VOL,1077,0.006229,0.3081,0.012342,0.3014,,0.5877,0.75
VOLATILE_TRANSITION,658,0.011736,0.3441,0.012342,0.3014,,0.8075,0.5
