label,n_days,mean_fwd_20d,neg_rate_fwd_20d,uncond_mean_20d,uncond_neg_rate,hit_rate_sign_match,conditional_sharpe,size_mult
BEAR_TREND,391,0.024956,0.266,0.012342,0.3014,0.266,1.5895,0.5
BULL_TREND,601,0.008152,0.295,0.012342,0.3014,0.6839,0.6012,1.0
CRISIS,51,0.061493,0.1569,0.012342,0.3014,,2.34,0.0
RANGE_LOW_VOL,810,0.0088,0.3017,0.012342,0.3014,,1.1329,0.75
VOLATILE_TRANSITION,517,0.008107,0.3497,0.012342,0.3014,,0.6311,0.5
